YEAR,SCH_OP_CARRIER_AIRLINE_ID,SCH_OP_CARRIER_FL_NUM,OP_UNIQUE_CARRIER,ORIGIN,DEST,DEP_DELAY,ARR_DELAY,CANCELLED,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
2026,,,MQ,DSM,ORD,1.0,-5.0,0.0,50.0,299.0,,,,,
2026,,,DL,LAS,ATL,10.0,-16.0,0.0,184.0,1747.0,,,,,
2026,,,OO,APN,DTW,1.0,11.0,0.0,46.0,198.0,,,,,
2026,,,NK,MCO,MEM,7.0,7.0,0.0,105.0,684.0,,,,,
2026,,,DL,SEA,ANC,60.0,71.0,0.0,206.0,1448.0,13.0,0.0,24.0,0.0,34.0
2026,,,UA,FCA,DEN,12.0,-12.0,0.0,94.0,752.0,,,,,
2026,,,AS,HNL,ANC,9.0,-17.0,0.0,317.0,2777.0,,,,,
2026,,,DL,ATL,EWR,103.0,98.0,0.0,85.0,746.0,62.0,0.0,0.0,0.0,36.0
2026,,,UA,IAD,PHX,13.0,-12.0,0.0,264.0,1956.0,,,,,
2026,,,WN,MCO,DEN,9.0,-8.0,0.0,221.0,1547.0,,,,,
2026,,,AS,SEA,LAX,28.0,14.0,0.0,126.0,954.0,,,,,
2026,,,AA,DFW,PBI,131.0,138.0,0.0,129.0,1102.0,49.0,0.0,7.0,0.0,82.0
2026,,,DL,IND,ATL,16.0,-5.0,0.0,67.0,432.0,,,,,
2026,,,OO,CPR,DEN,124.0,104.0,0.0,42.0,230.0,104.0,0.0,0.0,0.0,0.0
2026,,,DL,BWI,ATL,1.0,-18.0,0.0,90.0,577.0,,,,,
2026,,,AA,LAS,PHX,10.0,1.0,0.0,45.0,255.0,,,,,
2026,,,UA,EWR,SRQ,12.0,0.0,0.0,165.0,1034.0,,,,,
2026,,,UA,DFW,DEN,32.0,26.0,0.0,100.0,641.0,7.0,0.0,0.0,0.0,19.0
2026,,,AA,TPA,DCA,9.0,2.0,0.0,102.0,814.0,,,,,
2026,,,WN,BNA,PHL,8.0,6.0,0.0,91.0,675.0,,,,,
2026,,,UA,ORD,SAT,19.0,-4.0,0.0,139.0,1041.0,,,,,
2026,,,AA,MIA,RDU,55.0,63.0,0.0,106.0,700.0,3.0,0.0,8.0,0.0,52.0
2026,,,WN,LAS,LAX,1.0,21.0,0.0,44.0,236.0,0.0,0.0,21.0,0.0,0.0
2026,,,MQ,XNA,DFW,14.0,50.0,0.0,82.0,280.0,0.0,14.0,36.0,0.0,0.0
2026,,,DL,BWI,ATL,8.0,-18.0,0.0,95.0,577.0,,,,,
2026,,,WN,BWI,MSY,11.0,3.0,0.0,143.0,998.0,,,,,
2026,,,YX,ORD,RIC,2.0,-6.0,0.0,96.0,642.0,,,,,
2026,,,DL,RDU,MIA,9.0,4.0,0.0,97.0,700.0,,,,,
2026,,,WN,AUS,DEN,190.0,225.0,0.0,141.0,775.0,8.0,0.0,35.0,0.0,182.0
2026,,,AS,GEG,SEA,6.0,7.0,0.0,44.0,224.0,,,,,
2026,,,OO,RDM,BUR,92.0,81.0,0.0,96.0,709.0,0.0,0.0,81.0,0.0,0.0
2026,,,OO,DEN,BHM,4.0,-21.0,0.0,123.0,1083.0,,,,,
2026,,,AA,RDU,MIA,4.0,-14.0,0.0,106.0,700.0,,,,,
2026,,,AA,ATL,DFW,112.0,260.0,0.0,145.0,731.0,0.0,0.0,148.0,0.0,112.0
2026,,,MQ,EYW,MIA,19.0,19.0,0.0,31.0,126.0,5.0,0.0,0.0,0.0,14.0
2026,,,OO,ABQ,SLC,2.0,-10.0,0.0,79.0,493.0,,,,,
2026,,,DL,JFK,SFO,186.0,204.0,0.0,377.0,2586.0,0.0,0.0,204.0,0.0,0.0
2026,,,OO,SGU,DEN,40.0,29.0,0.0,77.0,517.0,0.0,0.0,0.0,0.0,29.0
2026,,,AA,PHX,PHL,14.0,8.0,0.0,231.0,2076.0,,,,,
2026,,,AS,ITO,HNL,2.0,-4.0,0.0,35.0,216.0,,,,,
2026,,,UA,MIA,EWR,43.0,7.0,0.0,137.0,1085.0,,,,,
2026,,,WN,SAN,DEN,8.0,-1.0,0.0,110.0,853.0,,,,,
2026,,,NK,LGA,MCO,84.0,58.0,0.0,137.0,950.0,0.0,0.0,0.0,0.0,58.0
2026,,,WN,STL,PHX,48.0,71.0,0.0,188.0,1262.0,0.0,48.0,23.0,0.0,0.0
2026,,,AA,MIA,LAX,200.0,158.0,0.0,306.0,2342.0,18.0,0.0,0.0,0.0,140.0
2026,,,UA,ORD,BTV,72.0,66.0,0.0,98.0,763.0,10.0,0.0,0.0,0.0,56.0
2026,,,AS,HNL,LIH,15.0,22.0,0.0,25.0,102.0,12.0,0.0,0.0,0.0,10.0
2026,,,DL,BOS,DFW,36.0,16.0,0.0,243.0,1562.0,0.0,0.0,0.0,0.0,16.0
2026,,,UA,ORD,PHL,53.0,41.0,0.0,92.0,678.0,41.0,0.0,0.0,0.0,0.0
2026,,,WN,BUR,HOU,9.0,-15.0,0.0,159.0,1389.0,,,,,
2026,,,DL,DTW,MCO,15.0,32.0,0.0,137.0,957.0,15.0,0.0,17.0,0.0,0.0
2026,,,DL,LAX,TPA,41.0,29.0,0.0,244.0,2158.0,8.0,0.0,0.0,0.0,21.0
2026,,,DL,CHS,BOS,54.0,42.0,0.0,107.0,818.0,2.0,0.0,0.0,0.0,40.0
2026,,,AA,CLT,PHL,40.0,28.0,0.0,69.0,449.0,0.0,28.0,0.0,0.0,0.0
2026,,,OH,DCA,ORF,54.0,39.0,0.0,31.0,142.0,30.0,0.0,0.0,0.0,9.0
2026,,,WN,PHX,SAN,10.0,-4.0,0.0,50.0,304.0,,,,,
2026,,,WN,DAL,BWI,12.0,-4.0,0.0,132.0,1209.0,,,,,
2026,,,OO,LAX,PSP,35.0,19.0,0.0,30.0,110.0,0.0,0.0,0.0,0.0,19.0
2026,,,AA,MCO,DFW,32.0,29.0,0.0,147.0,985.0,29.0,0.0,0.0,0.0,0.0
2026,,,MQ,ORD,CMI,3.0,4.0,0.0,27.0,135.0,,,,,
2026,,,OO,GSP,ORD,12.0,-4.0,0.0,94.0,577.0,,,,,
2026,,,AS,SEA,JNU,13.0,21.0,0.0,136.0,909.0,2.0,0.0,8.0,0.0,11.0
2026,,,AA,ORF,CLT,65.0,56.0,0.0,55.0,290.0,0.0,0.0,0.0,0.0,56.0
2026,,,WN,DCA,TPA,8.0,0.0,0.0,132.0,814.0,,,,,
2026,,,F9,RNO,LAS,71.0,78.0,0.0,63.0,345.0,0.0,0.0,78.0,0.0,0.0
2026,,,YV,IAH,LFT,4.0,-20.0,0.0,32.0,201.0,,,,,
2026,,,AS,MCI,SEA,37.0,39.0,0.0,220.0,1490.0,0.0,0.0,12.0,0.0,27.0
2026,,,WN,ABQ,DAL,9.0,0.0,0.0,77.0,580.0,,,,,
2026,,,AA,PHL,CHS,23.0,11.0,0.0,87.0,550.0,,,,,
2026,,,UA,STT,EWR,5.0,-13.0,0.0,232.0,1634.0,,,,,
2026,,,WN,SJC,PHX,9.0,16.0,0.0,94.0,621.0,7.0,0.0,7.0,0.0,2.0
2026,,,AS,KTN,SIT,46.0,39.0,0.0,37.0,183.0,0.0,0.0,0.0,0.0,39.0
2026,,,QX,SAN,SFO,4.0,-6.0,0.0,70.0,447.0,,,,,
2026,,,B6,JFK,BOS,41.0,21.0,0.0,40.0,187.0,21.0,0.0,0.0,0.0,0.0
2026,,,DL,SAN,MSP,7.0,-3.0,0.0,191.0,1532.0,,,,,
2026,,,YX,PIT,JFK,33.0,104.0,0.0,69.0,340.0,0.0,0.0,71.0,0.0,33.0
2026,,,DL,SLC,PDX,112.0,107.0,0.0,101.0,630.0,13.0,0.0,0.0,0.0,94.0
2026,,,UA,ORD,BNA,16.0,0.0,0.0,60.0,409.0,,,,,
2026,,,AS,SEA,MSP,4.0,9.0,0.0,174.0,1399.0,,,,,
2026,,,B6,FLL,BOS,15.0,6.0,0.0,151.0,1237.0,,,,,
2026,,,UA,IAD,MCO,6.0,18.0,0.0,122.0,758.0,6.0,0.0,12.0,0.0,0.0
2026,,,AS,ONT,SEA,5.0,-5.0,0.0,135.0,956.0,,,,,
2026,,,AA,DFW,MIA,20.0,20.0,0.0,133.0,1121.0,20.0,0.0,0.0,0.0,0.0
2026,,,AA,STT,JFK,15.0,10.0,0.0,224.0,1623.0,,,,,
2026,,,AS,SEA,GEG,11.0,-5.0,0.0,35.0,224.0,,,,,
2026,,,WN,SMF,LAS,96.0,94.0,0.0,62.0,397.0,34.0,0.0,0.0,0.0,60.0
2026,,,WN,BOI,OAK,2.0,-10.0,0.0,77.0,512.0,,,,,
2026,,,WN,DEN,LAS,4.0,-11.0,0.0,91.0,628.0,,,,,
2026,,,UA,LGA,ORD,46.0,60.0,0.0,112.0,733.0,0.0,0.0,26.0,0.0,34.0
2026,,,AA,TPA,PHX,25.0,16.0,0.0,241.0,1788.0,16.0,0.0,0.0,0.0,0.0
2026,,,YX,CLE,BOS,68.0,51.0,0.0,79.0,563.0,51.0,0.0,0.0,0.0,0.0
2026,,,OH,ORF,PHL,192.0,196.0,0.0,42.0,212.0,192.0,0.0,4.0,0.0,0.0
2026,,,AS,SEA,STS,44.0,19.0,0.0,85.0,618.0,19.0,0.0,0.0,0.0,0.0
2026,,,WN,HNL,OGG,11.0,-1.0,0.0,22.0,101.0,,,,,
2026,,,UA,MSN,ORD,31.0,23.0,0.0,30.0,108.0,23.0,0.0,0.0,0.0,0.0
2026,,,UA,OGG,SFO,2.0,3.0,0.0,288.0,2338.0,,,,,
2026,,,NK,FLL,MSY,27.0,20.0,0.0,107.0,673.0,0.0,20.0,0.0,0.0,0.0
2026,,,UA,SFO,ATL,29.0,19.0,0.0,252.0,2139.0,19.0,0.0,0.0,0.0,0.0
2026,,,YX,ORD,JFK,33.0,25.0,0.0,100.0,740.0,0.0,0.0,10.0,0.0,15.0
2026,,,OO,LAX,JAC,17.0,-4.0,0.0,125.0,784.0,,,,,
2026,,,F9,PHL,TPA,67.0,59.0,0.0,140.0,920.0,0.0,0.0,0.0,0.0,59.0
2026,,,OO,GRB,DTW,49.0,32.0,0.0,41.0,287.0,32.0,0.0,0.0,0.0,0.0
2026,,,DL,MCI,SLC,61.0,92.0,0.0,154.0,920.0,61.0,0.0,31.0,0.0,0.0
2026,,,OH,DCA,GSP,102.0,95.0,0.0,70.0,396.0,0.0,0.0,0.0,0.0,95.0
2026,,,DL,IAH,MSP,16.0,1.0,0.0,137.0,1034.0,,,,,
2026,,,NK,FLL,IAH,11.0,-4.0,0.0,141.0,966.0,,,,,
2026,,,AA,MIA,BOS,6.0,-6.0,0.0,157.0,1258.0,,,,,
2026,,,OO,MBS,DTW,266.0,261.0,0.0,24.0,98.0,261.0,0.0,0.0,0.0,0.0
2026,,,DL,DTW,LAX,66.0,70.0,0.0,294.0,1979.0,8.0,0.0,4.0,0.0,58.0
2026,,,DL,MSY,DTW,7.0,3.0,0.0,111.0,926.0,,,,,
2026,,,WN,DEN,SFO,16.0,-1.0,0.0,141.0,967.0,,,,,
2026,,,DL,SEA,JFK,4.0,-12.0,0.0,270.0,2422.0,,,,,
2026,,,DL,MCO,ATL,80.0,83.0,0.0,67.0,404.0,15.0,0.0,3.0,0.0,65.0
2026,,,AA,PHX,RNO,94.0,91.0,0.0,92.0,601.0,19.0,0.0,0.0,0.0,72.0
2026,,,PT,CLT,TLH,5.0,2.0,0.0,69.0,386.0,,,,,
2026,,,YV,IAH,DTW,143.0,175.0,0.0,140.0,1075.0,143.0,0.0,32.0,0.0,0.0
2026,,,YX,CLT,BOS,48.0,102.0,0.0,97.0,728.0,48.0,0.0,54.0,0.0,0.0
2026,,,OH,CVG,DCA,100.0,96.0,0.0,61.0,411.0,96.0,0.0,0.0,0.0,0.0
2026,,,AA,DFW,DCA,13.0,-5.0,0.0,130.0,1192.0,,,,,
2026,,,AA,DTW,PHX,7.0,62.0,0.0,217.0,1671.0,7.0,0.0,55.0,0.0,0.0
2026,,,DL,BHM,ATL,4.0,-9.0,0.0,33.0,134.0,,,,,
2026,,,F9,DEN,ONT,51.0,49.0,0.0,114.0,819.0,49.0,0.0,0.0,0.0,0.0
2026,,,YX,ORD,CHA,6.0,-5.0,0.0,66.0,501.0,,,,,
2026,,,OO,ATW,ORD,14.0,24.0,0.0,42.0,160.0,0.0,14.0,10.0,0.0,0.0
2026,,,WN,STL,LAS,6.0,0.0,0.0,193.0,1371.0,,,,,
2026,,,UA,DEN,RDM,2.0,-11.0,0.0,123.0,898.0,,,,,
2026,,,AA,MIA,LGA,1.0,-19.0,0.0,135.0,1096.0,,,,,
2026,,,DL,PBI,ATL,15.0,7.0,0.0,81.0,545.0,,,,,
2026,,,DL,SDF,ATL,1.0,-12.0,0.0,58.0,321.0,,,,,
2026,,,MQ,ORD,STL,5.0,-5.0,0.0,43.0,258.0,,,,,
2026,,,WN,MDW,LGA,1.0,5.0,0.0,100.0,725.0,,,,,
2026,,,AA,STL,PHX,14.0,7.0,0.0,184.0,1262.0,,,,,
2026,,,AS,LAX,SEA,20.0,-5.0,0.0,129.0,954.0,,,,,
2026,,,OO,SEA,PDX,13.0,-5.0,0.0,29.0,129.0,,,,,
2026,,,UA,ORD,LGA,1.0,-1.0,0.0,108.0,733.0,,,,,
2026,,,WN,TPA,LAS,26.0,20.0,0.0,277.0,1984.0,20.0,0.0,0.0,0.0,0.0
2026,,,OO,PHX,OKC,14.0,24.0,0.0,120.0,833.0,14.0,0.0,10.0,0.0,0.0
2026,,,B6,MCO,PWM,31.0,9.0,0.0,142.0,1214.0,,,,,
2026,,,OH,MYR,CLT,49.0,29.0,0.0,35.0,157.0,0.0,0.0,0.0,0.0,29.0
2026,,,WN,MSP,DEN,8.0,-3.0,0.0,100.0,680.0,,,,,
2026,,,WN,DEN,AUS,3.0,-17.0,0.0,95.0,775.0,,,,,
2026,,,G4,SCK,LAS,107.0,103.0,0.0,56.0,359.0,103.0,0.0,0.0,0.0,0.0
2026,,,AA,PHX,LAX,60.0,39.0,0.0,55.0,370.0,2.0,0.0,0.0,0.0,37.0
2026,,,F9,IAH,LAX,49.0,18.0,0.0,175.0,1379.0,0.0,0.0,0.0,0.0,18.0
2026,,,OO,ORD,SBN,11.0,22.0,0.0,27.0,84.0,0.0,11.0,11.0,0.0,0.0
2026,,,DL,LAX,DTW,51.0,21.0,0.0,214.0,1979.0,21.0,0.0,0.0,0.0,0.0
2026,,,9E,ATL,AEX,13.0,17.0,0.0,93.0,500.0,0.0,4.0,4.0,0.0,9.0
2026,,,OH,LFT,DFW,15.0,9.0,0.0,66.0,351.0,,,,,
2026,,,AA,CLT,PBI,6.0,-6.0,0.0,89.0,590.0,,,,,
2026,,,AS,LAS,PAE,9.0,3.0,0.0,140.0,894.0,,,,,
2026,,,NK,MIA,BOS,5.0,-16.0,0.0,155.0,1258.0,,,,,
2026,,,OH,DCA,CHS,22.0,14.0,0.0,74.0,444.0,,,,,
2026,,,UA,DEN,PHX,2.0,13.0,0.0,94.0,602.0,,,,,
2026,,,WN,HOU,ONT,23.0,24.0,0.0,190.0,1345.0,13.0,0.0,1.0,0.0,10.0
2026,,,QX,PDX,OAK,162.0,154.0,0.0,83.0,543.0,154.0,0.0,0.0,0.0,0.0
2026,,,MQ,LAN,ORD,3.0,25.0,0.0,37.0,179.0,3.0,0.0,22.0,0.0,0.0
2026,,,UA,DEN,MSY,52.0,44.0,0.0,128.0,1062.0,44.0,0.0,0.0,0.0,0.0
2026,,,DL,SLC,SAT,31.0,29.0,0.0,135.0,1087.0,29.0,0.0,0.0,0.0,0.0
2026,,,G4,PIE,IND,239.0,239.0,0.0,118.0,840.0,0.0,3.0,0.0,0.0,236.0
2026,,,G4,XNA,FLL,60.0,46.0,0.0,124.0,1092.0,0.0,0.0,0.0,0.0,46.0
2026,,,AS,LAX,DCA,28.0,-4.0,0.0,250.0,2311.0,,,,,
2026,,,DL,ROC,ATL,5.0,-6.0,0.0,113.0,749.0,,,,,
2026,,,NK,BOS,MIA,42.0,26.0,0.0,186.0,1258.0,0.0,0.0,26.0,0.0,0.0
2026,,,OH,LBB,DFW,63.0,49.0,0.0,45.0,282.0,0.0,0.0,0.0,0.0,49.0
2026,,,AS,LAX,HNL,4.0,-15.0,0.0,325.0,2556.0,,,,,
2026,,,UA,SAT,DEN,290.0,286.0,0.0,121.0,794.0,286.0,0.0,0.0,0.0,0.0
2026,,,WN,OAK,LGB,37.0,33.0,0.0,64.0,353.0,3.0,0.0,0.0,0.0,30.0
2026,,,NK,FLL,ATL,16.0,12.0,0.0,78.0,581.0,,,,,
2026,,,OO,FSD,ORD,51.0,30.0,0.0,66.0,462.0,30.0,0.0,0.0,0.0,0.0
2026,,,NK,ATL,DTW,20.0,11.0,0.0,87.0,594.0,,,,,
2026,,,OH,CHA,DFW,4.0,-11.0,0.0,123.0,695.0,,,,,
2026,,,DL,BUF,DTW,32.0,23.0,0.0,47.0,241.0,23.0,0.0,0.0,0.0,0.0
2026,,,UA,PHX,SFO,99.0,81.0,0.0,96.0,651.0,3.0,0.0,0.0,0.0,78.0
2026,,,WN,SAN,SLC,34.0,10.0,0.0,85.0,626.0,,,,,
2026,,,WN,RSW,BNA,4.0,1.0,0.0,112.0,722.0,,,,,
2026,,,DL,SLC,DTW,2.0,21.0,0.0,178.0,1481.0,0.0,0.0,21.0,0.0,0.0
2026,,,AS,SAN,MCO,11.0,-6.0,0.0,240.0,2149.0,,,,,
2026,,,OO,GRR,ORD,2.0,-11.0,0.0,37.0,137.0,,,,,
2026,,,9E,ATL,CHA,50.0,46.0,0.0,27.0,106.0,0.0,0.0,0.0,0.0,46.0
2026,,,WN,BWI,BOS,10.0,-1.0,0.0,56.0,369.0,,,,,
2026,,,DL,ONT,ATL,9.0,-15.0,0.0,205.0,1900.0,,,,,
2026,,,F9,ATL,MCO,10.0,-15.0,0.0,58.0,404.0,,,,,
2026,,,QX,SMF,BOI,2.0,6.0,0.0,70.0,437.0,,,,,
2026,,,WN,LAS,PSP,45.0,37.0,0.0,35.0,173.0,0.0,0.0,0.0,0.0,37.0
2026,,,G4,SFB,FNT,2.0,-18.0,0.0,128.0,988.0,,,,,
2026,,,QX,SNA,PAE,15.0,4.0,0.0,153.0,1008.0,,,,,
2026,,,WN,DAL,MCI,58.0,53.0,0.0,69.0,461.0,0.0,12.0,0.0,0.0,41.0
2026,,,PT,CLT,TRI,29.0,15.0,0.0,33.0,119.0,0.0,0.0,0.0,0.0,15.0
2026,,,AA,DFW,OMA,11.0,15.0,0.0,92.0,583.0,0.0,0.0,4.0,0.0,11.0
2026,,,OO,DEN,GCC,84.0,76.0,0.0,59.0,313.0,0.0,0.0,0.0,0.0,76.0
2026,,,MQ,ORD,ICT,99.0,169.0,0.0,81.0,588.0,0.0,71.0,70.0,0.0,28.0
2026,,,AA,LGA,MIA,5.0,-9.0,0.0,167.0,1096.0,,,,,
2026,,,B6,FLL,ALB,48.0,39.0,0.0,141.0,1204.0,17.0,0.0,0.0,0.0,22.0
2026,,,OO,TUS,LAX,33.0,24.0,0.0,69.0,451.0,24.0,0.0,0.0,0.0,0.0
2026,,,AS,HNL,PPG,80.0,72.0,0.0,311.0,2599.0,0.0,0.0,0.0,0.0,72.0
2026,,,DL,PIT,ATL,71.0,80.0,0.0,74.0,526.0,71.0,0.0,9.0,0.0,0.0
2026,,,WN,BNA,SJU,17.0,22.0,0.0,220.0,1753.0,15.0,0.0,5.0,0.0,2.0
2026,,,WN,SAN,BWI,2.0,15.0,0.0,281.0,2295.0,0.0,0.0,15.0,0.0,0.0
2026,,,WN,BNA,FLL,19.0,4.0,0.0,111.0,793.0,,,,,
2026,,,WN,DEN,SJC,36.0,9.0,0.0,129.0,948.0,,,,,
2026,,,WN,MCO,LAS,3.0,-38.0,0.0,272.0,2039.0,,,,,
2026,,,AA,JAX,MIA,86.0,71.0,0.0,56.0,335.0,4.0,0.0,0.0,0.0,67.0
2026,,,AS,JFK,HNL,4.0,-3.0,0.0,631.0,4983.0,,,,,
2026,,,DL,LAX,HNL,28.0,-3.0,0.0,317.0,2556.0,,,,,
2026,,,UA,ORD,MSP,8.0,4.0,0.0,58.0,334.0,,,,,
2026,,,WN,PHX,AUS,22.0,11.0,0.0,102.0,872.0,,,,,
2026,,,B6,HPN,FLL,44.0,34.0,0.0,148.0,1097.0,24.0,0.0,0.0,0.0,10.0
2026,,,AA,ORD,MIA,61.0,38.0,0.0,154.0,1197.0,6.0,0.0,0.0,0.0,32.0
2026,,,WN,SEA,DEN,20.0,10.0,0.0,129.0,1024.0,,,,,
2026,,,UA,IAH,EWR,46.0,47.0,0.0,179.0,1400.0,0.0,0.0,47.0,0.0,0.0
2026,,,WN,LAS,ELP,44.0,31.0,0.0,73.0,584.0,0.0,0.0,0.0,0.0,31.0
2026,,,MQ,ORD,IAH,169.0,148.0,0.0,135.0,925.0,32.0,0.0,0.0,0.0,116.0
2026,,,9E,JFK,ROC,6.0,4.0,0.0,55.0,264.0,,,,,
2026,,,QX,SJC,SAN,15.0,4.0,0.0,64.0,417.0,,,,,
2026,,,AA,CLT,MEM,17.0,3.0,0.0,91.0,511.0,,,,,
2026,,,OO,SHV,ATL,5.0,4.0,0.0,71.0,552.0,,,,,
2026,,,WN,MDW,DCA,32.0,45.0,0.0,79.0,601.0,5.0,0.0,13.0,0.0,27.0
2026,,,WN,HOU,DAL,8.0,2.0,0.0,45.0,239.0,,,,,
2026,,,QX,LAS,SAN,13.0,31.0,0.0,56.0,258.0,0.0,0.0,31.0,0.0,0.0
2026,,,G4,LAS,SMX,175.0,166.0,0.0,55.0,310.0,0.0,0.0,0.0,0.0,166.0
2026,,,DL,PHX,ATL,11.0,-4.0,0.0,174.0,1587.0,,,,,
2026,,,UA,PSP,EWR,48.0,12.0,0.0,239.0,2358.0,,,,,
2026,,,AS,PHX,SEA,43.0,23.0,0.0,150.0,1107.0,0.0,0.0,0.0,0.0,23.0
2026,,,DL,SLC,SMF,44.0,39.0,0.0,84.0,532.0,0.0,0.0,0.0,0.0,39.0
2026,,,OO,DEN,LBF,711.0,705.0,0.0,39.0,227.0,705.0,0.0,0.0,0.0,0.0
2026,,,WN,ONT,SJC,13.0,1.0,0.0,53.0,333.0,,,,,
2026,,,UA,FSD,ORD,48.0,29.0,0.0,81.0,462.0,0.0,29.0,0.0,0.0,0.0
2026,,,F9,MCO,IAD,185.0,169.0,0.0,98.0,758.0,0.0,0.0,0.0,0.0,169.0
2026,,,WN,AUS,RDU,113.0,108.0,0.0,133.0,1162.0,108.0,0.0,0.0,0.0,0.0
2026,,,AA,FLL,PHL,65.0,78.0,0.0,141.0,993.0,5.0,0.0,13.0,0.0,60.0
2026,,,UA,RNO,LAX,8.0,4.0,0.0,59.0,390.0,,,,,
2026,,,G4,SBN,FLL,1.0,48.0,0.0,165.0,1134.0,0.0,1.0,47.0,0.0,0.0
2026,,,NK,PHL,SJU,23.0,27.0,0.0,214.0,1576.0,0.0,0.0,27.0,0.0,0.0
2026,,,YX,PHL,ORD,7.0,1.0,0.0,134.0,678.0,,,,,
2026,,,DL,ATL,MEM,68.0,65.0,0.0,60.0,332.0,13.0,0.0,0.0,0.0,52.0
2026,,,9E,DSM,MSP,33.0,32.0,0.0,48.0,232.0,32.0,0.0,0.0,0.0,0.0
2026,,,C5,IAH,PNS,61.0,43.0,0.0,66.0,489.0,43.0,0.0,0.0,0.0,0.0
2026,,,B6,STX,SJU,13.0,8.0,0.0,30.0,94.0,,,,,
2026,,,OO,ORD,FNT,199.0,206.0,0.0,32.0,223.0,0.0,199.0,7.0,0.0,0.0
2026,,,AS,LAX,SEA,8.0,-16.0,0.0,132.0,954.0,,,,,
2026,,,WN,ATL,DAL,18.0,5.0,0.0,108.0,721.0,,,,,
2026,,,DL,CLE,ATL,5.0,-14.0,0.0,80.0,554.0,,,,,
2026,,,AA,MIA,CLE,63.0,44.0,0.0,147.0,1080.0,44.0,0.0,0.0,0.0,0.0
2026,,,AS,LAX,SEA,84.0,93.0,0.0,156.0,954.0,84.0,0.0,9.0,0.0,0.0
2026,,,AS,DTW,SEA,156.0,139.0,0.0,277.0,1927.0,0.0,0.0,0.0,0.0,139.0
2026,,,YX,CMH,LGA,83.0,67.0,0.0,72.0,479.0,10.0,0.0,0.0,0.0,57.0
2026,,,DL,ATL,ROC,70.0,71.0,0.0,99.0,749.0,0.0,0.0,1.0,0.0,70.0
2026,,,WN,DCA,STL,25.0,7.0,0.0,113.0,719.0,,,,,
2026,,,UA,IAH,FLL,20.0,10.0,0.0,114.0,966.0,,,,,
2026,,,MQ,ORD,OMA,5.0,-12.0,0.0,65.0,416.0,,,,,
2026,,,AS,SEA,MSY,32.0,25.0,0.0,245.0,2086.0,25.0,0.0,0.0,0.0,0.0
2026,,,WN,HOU,AUS,14.0,0.0,0.0,29.0,148.0,,,,,
2026,,,UA,DEN,FAT,1.0,-15.0,0.0,114.0,844.0,,,,,
2026,,,OH,SRQ,PHL,136.0,138.0,0.0,127.0,957.0,2.0,0.0,2.0,0.0,134.0
2026,,,WN,LAX,BNA,18.0,-13.0,0.0,188.0,1798.0,,,,,
2026,,,UA,EWR,CLE,68.0,60.0,0.0,68.0,404.0,2.0,0.0,0.0,0.0,58.0
2026,,,WN,MCO,MDW,3.0,14.0,0.0,152.0,990.0,,,,,
2026,,,WN,SJU,MCO,6.0,1.0,0.0,164.0,1188.0,,,,,
2026,,,UA,ORD,MEM,2.0,-6.0,0.0,74.0,491.0,,,,,
2026,,,WN,LAS,RDU,64.0,42.0,0.0,223.0,2026.0,6.0,0.0,0.0,0.0,36.0
2026,,,UA,EWR,MCO,105.0,171.0,0.0,155.0,937.0,0.0,0.0,66.0,0.0,105.0
2026,,,F9,ATL,CVG,102.0,94.0,0.0,60.0,373.0,49.0,0.0,0.0,0.0,45.0
2026,,,F9,ATL,PHL,24.0,12.0,0.0,86.0,666.0,,,,,
2026,,,AA,DFW,TPA,5.0,5.0,0.0,114.0,929.0,,,,,
2026,,,F9,PHL,ATL,24.0,4.0,0.0,99.0,666.0,,,,,
2026,,,WN,FLL,MDW,30.0,27.0,0.0,169.0,1167.0,13.0,0.0,0.0,0.0,14.0
2026,,,WN,DAL,MSY,36.0,50.0,0.0,63.0,437.0,0.0,36.0,14.0,0.0,0.0
2026,,,MQ,MIA,PNS,10.0,7.0,0.0,84.0,530.0,,,,,
2026,,,AA,DFW,DCA,109.0,102.0,0.0,142.0,1192.0,0.0,0.0,3.0,0.0,99.0
2026,,,WN,MCI,FLL,43.0,30.0,0.0,147.0,1242.0,4.0,0.0,0.0,0.0,26.0
2026,,,MQ,ORD,MDT,27.0,16.0,0.0,76.0,594.0,16.0,0.0,0.0,0.0,0.0
2026,,,OH,CRP,DFW,19.0,9.0,0.0,62.0,355.0,,,,,
2026,,,DL,LAX,JFK,270.0,305.0,0.0,296.0,2475.0,7.0,0.0,35.0,0.0,263.0
2026,,,MQ,ORD,CWA,10.0,12.0,0.0,44.0,213.0,,,,,
2026,,,OO,COS,DEN,52.0,19.0,0.0,19.0,73.0,19.0,0.0,0.0,0.0,0.0
2026,,,UA,LAS,IAD,2.0,-18.0,0.0,229.0,2065.0,,,,,
2026,,,OO,DEN,AMA,4.0,-9.0,0.0,52.0,359.0,,,,,
2026,,,WN,DEN,DTW,62.0,76.0,0.0,124.0,1123.0,0.0,0.0,14.0,0.0,62.0
2026,,,DL,CAE,ATL,234.0,219.0,0.0,43.0,192.0,0.0,0.0,0.0,0.0,219.0
2026,,,9E,ATL,MLU,108.0,107.0,0.0,82.0,448.0,107.0,0.0,0.0,0.0,0.0
